make,model,mpg,transmission,gears,drive,disp,cyl,class,sidi,aspiration,fuel,atvType,startStop
Toyota,Camry TRD,25.1187,Automatic,8,FWD,3.5,6,Midsize,Y,Natural,Regular,None,N
BMW,X1 sDrive28i,27.1815,Automatic,8,FWD,2,4,Large,Y,Turbo,Premium,None,Y
Rolls-Royce,Phantom,14.391,Automatic,8,RWD,6.7,12,Large,Y,Turbo,Premium,None,N
Rolls-Royce,Phantom EWB,14.391,Automatic,8,RWD,6.7,12,Large,Y,Turbo,Premium,None,N
Rolls-Royce,Ghost,13.8915,Automatic,8,RWD,6.6,12,Large,Y,Turbo,Premium,None,N
Rolls-Royce,Ghost EWB,13.8915,Automatic,8,RWD,6.6,12,Large,Y,Turbo,Premium,None,N
Subaru,Impreza 5-Door,26.4104,Manual,5,AWD,2,4,Sm St Wagon,Y,Natural,Regular,None,N
Subaru,Impreza 5-Door,30.765,CVT,7,AWD,2,4,Sm St Wagon,Y,Natural,Regular,None,N
Subaru,Impreza Sport 5-Door,25.2689,Manual,5,AWD,2,4,Sm St Wagon,Y,Natural,Regular,None,N
Subaru,Impreza Sport 5-Door,30.2489,CVT,7,AWD,2,4,Sm St Wagon,Y,Natural,Regular,None,N
Rolls-Royce,Cullinan,14.3027,Automatic,8,AWD,6.7,12,Mid St Wagon,Y,Turbo,Premium,None,N
Rolls-Royce,Cullinan Black Badge,14.3027,Automatic,8,AWD,6.7,12,Mid St Wagon,Y,Turbo,Premium,None,N
Toyota,Tacoma 2WD,20.6457,Automatic,6,RWD,3.5,6,Sm Pickup Truck,Y,Natural,Regular,None,N
Toyota,Tacoma 2WD,21.0804,Automatic,6,RWD,2.7,4,Sm Pickup Truck,N,Natural,Regular,None,N
Toyota,Tacoma 4WD,19.8415,Automatic,6,PT 4WD,3.5,6,Sm Pickup Truck,Y,Natural,Regular,None,N
Toyota,Tacoma 4WD,18.4907,Manual,6,PT 4WD,3.5,6,Sm Pickup Truck,Y,Natural,Regular,None,N
Toyota,Tacoma 4WD,20.0556,Automatic,6,PT 4WD,2.7,4,Sm Pickup Truck,N,Natural,Regular,None,N
Toyota,Tacoma 4WD D-CAB MT TRD-ORP/PRO,18.3106,Manual,6,PT 4WD,3.5,6,Sm Pickup Truck,Y,Natural,Regular,None,N
Jeep,Renegade 2WD,26.9515,Automatic,9,FWD,1.3,4,Sm SUV,Y,Turbo,Regular,None,Y
Jeep,Renegade 2WD,24.8726,Automatic,9,FWD,2.4,4,Sm SUV,N,Natural,Regular,None,N
Lincoln,Nautilus FWD,23,Automatic,8,FWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Mercedes-Benz,GLA250,27.9066,Manual,7,FWD,2,4,Sm SUV,Y,Turbo,Premium,None,Y
Mitsubishi,Outlander Sport 2WD,25,CVT,6,FWD,2.4,4,Sm SUV,N,Natural,Regular,None,N
Audi,Q3 quattro,22.1236,Automatic,8,AWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Jeep,Renegade 4WD,25.5586,Automatic,9,AWD,1.3,4,Sm SUV,Y,Turbo,Regular,None,Y
Jeep,Renegade 4WD,23.9283,Automatic,9,AWD,2.4,4,Sm SUV,N,Natural,Regular,None,N
Jeep,Renegade Trailhawk 4WD,23.8332,Automatic,9,AWD,1.3,4,Sm SUV,Y,Turbo,Regular,None,Y
Mercedes-Benz,GLA250 4matic,25.4592,Manual,7,4WD,2,4,Sm SUV,Y,Turbo,Premium,None,Y
Mitsubishi,Outlander 4WD,22,Automatic,6,4WD,3,6,Sm SUV,N,Natural,Premium,None,N
Mitsubishi,Outlander Sport 4WD,25.22,CVT,6,4WD,2.4,4,Sm SUV,N,Natural,Regular,None,N
Subaru,Crosstrek AWD,24.9374,Manual,6,AWD,2,4,Sm SUV,Y,Natural,Regular,None,N
Subaru,Crosstrek AWD,29.8038,CVT,8,AWD,2,4,Sm SUV,Y,Natural,Regular,None,N
Nissan,Armada 2WD,16.0715,Automatic,7,RWD,5.6,8,Std SUV,Y,Natural,Regular,None,N
Bentley,Bentayga,17.3377,Automatic,8,AWD,4,8,Std SUV,Y,Turbo,Premium,None,Y
BMW,X5 xDrive40i,22.2797,Automatic,8,AWD,3,6,Std SUV,Y,Turbo,Premium,None,Y
BMW,X6 xDrive40i,22.2797,Automatic,8,AWD,3,6,Std SUV,Y,Turbo,Premium,None,Y
BMW,X7 xDrive40i,21.7788,Automatic,8,AWD,3,6,Std SUV,Y,Turbo,Premium,None,Y
Lamborghini,Urus,13.9329,Automatic,8,AWD,4,8,Std SUV,Y,Turbo,Premium,None,Y
Nissan,Armada 4WD,15,Automatic,7,4WD,5.6,8,Std SUV,Y,Natural,Regular,None,N
Mercedes-Benz,AMG GT C Roadster,16.8371,Manual,7,RWD,4,8,Two Seater,Y,Turbo,Premium,None,Y
Porsche,911 Carrera 4S Cabriolet,20,Manual,8,AWD,3,6,Minicompact,Y,Turbo,Premium,None,Y
Honda,Accord 2.0T Sport/Touring,25.9525,Automatic,10,FWD,2,4,Midsize,Y,Turbo,Regular,None,N
Infiniti,Q50,23.0508,Automatic,7,RWD,3,6,Midsize,Y,Turbo,Premium,None,N
Infiniti,Q50 AWD,21.8651,Automatic,7,AWD,3,6,Midsize,Y,Turbo,Premium,None,N
Infiniti,Q50 Red Sport,22.0312,Automatic,7,RWD,3,6,Midsize,Y,Turbo,Premium,None,N
Infiniti,Q50 Red Sport  AWD,21.9477,Automatic,7,AWD,3,6,Midsize,Y,Turbo,Premium,None,N
Honda,Accord,29.7143,Manual,6,FWD,1.5,4,Large,Y,Turbo,Regular,None,N
Honda,Accord,33.3031,CVT,1,FWD,1.5,4,Large,Y,Turbo,Regular,None,N
Honda,Accord,31.3482,CVT,7,FWD,1.5,4,Large,Y,Turbo,Regular,None,N
Honda,Accord,25.6759,Manual,6,FWD,2,4,Large,Y,Turbo,Regular,None,N
Honda,Accord,27.0324,Automatic,10,FWD,2,4,Large,Y,Turbo,Regular,None,N
Ford,Escape FWD,30.2418,Automatic,8,FWD,1.5,3,Sm SUV,Y,Turbo,Regular,None,Y
Ford,Edge FWD,23.9752,Automatic,8,FWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Lincoln,Corsair FWD,24.6965,Automatic,8,FWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Nissan,Pathfinder 2WD,22.6338,CVT,1,FWD,3.5,6,Sm SUV,Y,Natural,Regular,None,N
Ford,Edge AWD,23,Automatic,8,AWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Ford,Edge AWD,21.2789,Automatic,8,AWD,2.7,6,Sm SUV,Y,Turbo,Regular,None,Y
Ford,Edge AWD,23,Automatic,8,AWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Lincoln,Nautilus AWD,22,Automatic,8,AWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Lincoln,Nautilus AWD,21.2789,Automatic,8,AWD,2.7,6,Sm SUV,Y,Turbo,Regular,None,Y
Lincoln,Corsair AWD,23.917,Automatic,8,AWD,2.3,4,Sm SUV,Y,Turbo,Regular,None,Y
Nissan,Pathfinder 4WD,22.1479,CVT,1,4WD,3.5,6,Sm SUV,Y,Natural,Regular,None,N
Nissan,Pathfinder 4WD Platinum,21.4539,CVT,1,4WD,3.5,6,Sm SUV,Y,Natural,Regular,None,N
BMW,X5 sDrive40i,22.5876,Automatic,8,RWD,3,6,Std SUV,Y,Turbo,Premium,None,Y
BMW,X6 sDrive40i,22.5876,Automatic,8,RWD,3,6,Std SUV,Y,Turbo,Premium,None,Y
Mercedes-Benz,AMG GT R Coupe,16.7621,Manual,7,RWD,4,8,Two Seater,Y,Turbo,Premium,None,Y
Mercedes-Benz,AMG GT R Roadster,16.7621,Manual,7,RWD,4,8,Two Seater,Y,Turbo,Premium,None,Y
Toyota,Corolla Hatchback,31.4664,Manual,6,FWD,2,4,Compact,Y,Natural,Regular,None,N
Toyota,Corolla Hatchback,35.4774,CVT,10,FWD,2,4,Compact,Y,Natural,Regular,None,N
Toyota,Corolla Hatchback XSE,33.1681,CVT,10,FWD,2,4,Compact,Y,Natural,Regular,None,N
Hyundai,Venue,31.5397,CVT,1,FWD,1.6,4,Midsize,N,Natural,Regular,None,N
Hyundai,Venue,30.2128,Manual,6,FWD,1.6,4,Midsize,N,Natural,Regular,None,N
Nissan,Murano FWD,23.2709,CVT,7,FWD,3.5,6,Mid St Wagon,N,Natural,Regular,None,N
Nissan,Murano AWD,22.9002,CVT,7,AWD,3.5,6,Mid St Wagon,N,Natural,Regular,None,N
Infiniti,QX50,26.1476,CVT,8,FWD,2,4,Sm SUV,Y,Turbo,Premium,None,N
Volkswagen,Atlas Cross Sport,22.1829,Automatic,8,FWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Volkswagen,Tiguan,24.91,Automatic,8,FWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Audi,Q5,24.2823,Automatic,7,AWD,2,4,Sm SUV,Y,Turbo,Premium,None,Y
Infiniti,QX50 AWD,25.0911,CVT,8,AWD,2,4,Sm SUV,Y,Turbo,Premium,None,N
Volkswagen,Tiguan 4motion,22.9512,Automatic,8,AWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Land Rover,Range Rover MHEV,21.4153,Automatic,8,4WD,3,6,Std SUV,Y,Turbo,Premium,Hybrid,Y
Lexus,GX 460,16.2653,Automatic,6,4WD,4.6,8,Std SUV,N,Natural,Premium,None,N
BMW,530e,27.0819,Automatic,8,RWD,2,4,Compact,Y,Turbo,Premium,Plug-in Hybrid,Y
BMW,530e xDrive,25.332,Automatic,8,AWD,2,4,Compact,Y,Turbo,Premium,Plug-in Hybrid,Y
Mitsubishi,Outlander PHEV,25,Automatic,1,AWD,2,4,Sm SUV,N,Natural,Regular,Plug-in Hybrid,Y
Porsche,Panamera Turbo S e-Hybrid,20.4,Manual,8,AWD,4,8,Large,Y,Turbo,Premium,Plug-in Hybrid,Y
Porsche,Panamera Turbo S e-Hybrid Executive,20.4,Manual,8,AWD,4,8,Large,Y,Turbo,Premium,Plug-in Hybrid,Y
Porsche,Panamera Turbo S e-Hybrid ST,20.4,Manual,8,AWD,4,8,Large,Y,Turbo,Premium,Plug-in Hybrid,Y
Audi,A3,30.1793,Manual,7,FWD,2,4,Subcompact,Y,Turbo,Regular,None,Y
Mercedes-Benz,A220 4matic,27.5,Automatic,7,4WD,2,4,Subcompact,Y,Turbo,Premium,None,Y
Mercedes-Benz,A220,28.3488,Automatic,7,FWD,2,4,Subcompact,Y,Turbo,Premium,None,Y
Lexus,IS 300 AWD,21,Automatic,6,AWD,3.5,6,Compact,Y,Natural,Premium,None,N
Lexus,IS 350,22.8206,Automatic,8,RWD,3.5,6,Compact,Y,Natural,Premium,None,N
Lexus,IS 350 AWD,21,Automatic,6,AWD,3.5,6,Compact,Y,Natural,Premium,None,N
Lexus,GS F,18.751,Automatic,8,RWD,5,8,Compact,Y,Natural,Premium,None,N
Lexus,IS 300,24.2954,Automatic,8,RWD,2,4,Compact,Y,Turbo,Premium,None,N
Mercedes-Benz,AMG GT 63 4matic Plus,17.1795,Automatic,9,4WD,4,8,Compact,Y,Turbo,Premium,None,Y
Mercedes-Benz,AMG GT 63 S 4matic Plus,17.1261,Automatic,9,4WD,4,8,Compact,Y,Turbo,Premium,None,Y
Volkswagen,GTI,27.0448,Manual,6,FWD,2,4,Compact,Y,Turbo,Regular,None,N
Volkswagen,Jetta,27.7257,Manual,6,FWD,2,4,Compact,Y,Turbo,Regular,None,N
Volkswagen,Jetta,28.0564,Manual,7,FWD,2,4,Compact,Y,Turbo,Regular,None,Y
BMW,540i,25.37,Automatic,8,RWD,3,6,Midsize,Y,Turbo,Premium,None,Y
Lexus,GS 350,22.8206,Automatic,8,RWD,3.5,6,Midsize,Y,Natural,Premium,None,N
Lexus,GS 350 AWD,21,Automatic,6,AWD,3.5,6,Midsize,Y,Natural,Premium,None,N
Lexus,GS 350 F Sport,21.8089,Automatic,8,RWD,3.5,6,Midsize,Y,Natural,Premium,None,N
Lexus,LS 500h,27.9367,CVT,10,RWD,3.5,6,Midsize,Y,Natural,Premium,Hybrid,Y
Lexus,LS 500h AWD,25.7818,CVT,10,AWD,3.5,6,Midsize,Y,Natural,Premium,Hybrid,Y
Lexus,LS 500,22.8888,Automatic,10,RWD,3.4,6,Midsize,Y,Turbo,Premium,None,N
Lexus,LS 500 AWD,21.1633,Automatic,10,AWD,3.4,6,Midsize,Y,Turbo,Premium,None,N
Honda,Accord Hybrid,47.5685,CVT,1,FWD,2,4,Large,N,Natural,Regular,Hybrid,Y
Alfa Romeo,Stelvio AWD,19.141,Automatic,8,AWD,2.9,6,Sm SUV,Y,Turbo,Premium,None,Y
Ford,Shelby GT500 Mustang,14.0853,Manual,7,RWD,5.2,8,Subcompact,N,Super,Premium,None,N
Honda,Civic 2Dr,32.7794,CVT,7,FWD,1.5,4,Compact,Y,Turbo,Regular,None,N
Honda,Civic 2Dr,34.5202,CVT,1,FWD,1.5,4,Compact,Y,Turbo,Regular,None,N
Honda,Civic 2Dr,29.0774,Manual,6,FWD,2,4,Compact,N,Natural,Regular,None,N
Honda,Civic 2Dr,31.5556,CVT,7,FWD,2,4,Compact,N,Natural,Regular,None,N
Honda,Civic 2Dr,33.3494,CVT,1,FWD,2,4,Compact,N,Natural,Regular,None,N
Toyota,C-HR,28.8126,CVT,7,FWD,2,4,Compact,N,Natural,Regular,None,N
Alfa Romeo,Giulia,26.9548,Automatic,8,RWD,2,4,Midsize,Y,Turbo,Premium,None,Y
Alfa Romeo,Giulia AWD,25.5433,Automatic,8,AWD,2,4,Midsize,Y,Turbo,Premium,None,Y
Alfa Romeo,Giulia,20.3144,Automatic,8,RWD,2.9,6,Midsize,Y,Turbo,Premium,None,Y
Honda,Civic 4Dr,33.2383,CVT,7,FWD,1.5,4,Midsize,Y,Turbo,Regular,None,N
Honda,Civic 4Dr,35.6082,CVT,1,FWD,1.5,4,Midsize,Y,Turbo,Regular,None,N
Honda,Civic 4Dr,29.4217,Manual,6,FWD,2,4,Midsize,N,Natural,Regular,None,N
Honda,Civic 4Dr,32.0019,CVT,7,FWD,2,4,Midsize,N,Natural,Regular,None,N
Honda,Civic 4Dr,33.0274,CVT,1,FWD,2,4,Midsize,N,Natural,Regular,None,N
Ram,1500 2WD,26.0473,Automatic,8,RWD,3,6,Std Pickup Truck,N,Turbo,Diesel,Diesel,N
Ram,1500 4WD,24.2793,Automatic,8,4WD,3,6,Std Pickup Truck,N,Turbo,Diesel,Diesel,N
Nissan,NV200 Cargo Van,25.1814,CVT,1,FWD,2,4,SPV,N,Natural,Regular,None,N
Alfa Romeo,Stelvio,25.3266,Automatic,8,RWD,2,4,Sm SUV,Y,Turbo,Premium,None,Y
Alfa Romeo,Stelvio AWD,24.4128,Automatic,8,AWD,2,4,Sm SUV,Y,Turbo,Premium,None,Y
Volkswagen,Atlas Cross Sport 4motion,20.0891,Automatic,8,AWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Lamborghini,Aventador Coupe,10.9357,Manual,7,AWD,6.5,12,Two Seater,N,Natural,Premium,None,Y
Lamborghini,Aventador Roadster,10.7137,Manual,7,AWD,6.5,12,Two Seater,N,Natural,Premium,None,Y
Infiniti,Q60,22.4496,Automatic,7,RWD,3,6,Subcompact,Y,Turbo,Premium,None,N
Infiniti,Q60 Red Sport,22,Automatic,7,RWD,3,6,Subcompact,Y,Turbo,Premium,None,N
Infiniti,Q60 Red Sport AWD,21,Automatic,7,AWD,3,6,Subcompact,Y,Turbo,Premium,None,N
Infiniti,Q60 AWD,21.7714,Automatic,7,AWD,3,6,Subcompact,Y,Turbo,Premium,None,N
Acura,ILX,27.9249,Manual,8,FWD,2.4,4,Compact,Y,Natural,Premium,None,N
Ford,F150 Pickup 2WD FFV,21.7173,Automatic,6,RWD,3.3,6,Std Pickup Truck,N,Natural,Regular,FFV,Y
Ford,F150 Pickup 2WD FFV,19.023,Automatic,10,RWD,5,8,Std Pickup Truck,Y,Natural,Regular,FFV,Y
Ford,F150 2WD FFV BASE PAYLOAD LT,18,Automatic,10,RWD,5,8,Std Pickup Truck,Y,Natural,Regular,FFV,Y
Ford,F150 5.0L 2WD FFV GVWR>7599 LBS,17,Automatic,10,RWD,5,8,Std Pickup Truck,Y,Natural,Regular,FFV,Y
Ford,F150 Pickup 2WD,19.0102,Automatic,10,RWD,3.5,6,Std Pickup Truck,Y,Turbo,Regular,None,Y
Ford,F150 Pickup 2WD Limited,19.0111,Automatic,10,RWD,3.5,6,Std Pickup Truck,Y,Turbo,Regular,None,Y
Ford,F150 Pickup 2WD,22.1016,Automatic,10,RWD,2.7,6,Std Pickup Truck,Y,Turbo,Regular,None,Y
Ford,F150 Pickup 4WD FFV,20.2236,Automatic,6,PT 4WD,3.3,6,Std Pickup Truck,N,Natural,Regular,FFV,Y
Ford,F150 Pickup 4WD FFV,17.5403,Automatic,10,PT 4WD,5,8,Std Pickup Truck,Y,Natural,Regular,FFV,Y
Ford,F150 Pickup 4WD,18.1783,Automatic,10,PT 4WD,3.5,6,Std Pickup Truck,Y,Turbo,Regular,None,Y
Ford,F150 Pickup 4WD Limited,18.8698,Automatic,10,PT 4WD,3.5,6,Std Pickup Truck,Y,Turbo,Regular,None,Y
Ford,F150 RAPTOR 4WD,16.4075,Automatic,10,PT 4WD,3.5,6,Std Pickup Truck,Y,Turbo,Regular,None,Y
Ford,F150 Pickup 4WD,20.3813,Automatic,10,PT 4WD,2.7,6,Std Pickup Truck,Y,Turbo,Regular,None,Y
Mercedes-Benz,GLB250,25.5879,Manual,8,FWD,2,4,Sm SUV,Y,Turbo,Premium,None,Y
Toyota,RAV4,29.8882,Automatic,8,FWD,2.5,4,Sm SUV,Y,Natural,Regular,None,N
Toyota,RAV4,30.3957,Automatic,8,FWD,2.5,4,Sm SUV,Y,Natural,Regular,None,Y
Volkswagen,Atlas,21.6896,Automatic,8,FWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Mercedes-Benz,GLB250 4matic,26.096800000000002,Manual,8,4WD,2,4,Sm SUV,Y,Turbo,Premium,None,Y
Toyota,RAV4 AWD,28.0938,Automatic,8,AWD,2.5,4,Sm SUV,Y,Natural,Regular,None,N
Toyota,RAV4 AWD,29.2767,Automatic,8,AWD,2.5,4,Sm SUV,Y,Natural,Regular,None,Y
Toyota,RAV4 Hybrid AWD,40.175,CVT,6,AWD,2.5,4,Sm SUV,Y,Natural,Regular,Hybrid,Y
Toyota,RAV4 AWD TRD OFFROAD,27.4302,Automatic,8,AWD,2.5,4,Sm SUV,Y,Natural,Regular,None,N
Toyota,RAV4 AWD LE,29.8215,Automatic,8,AWD,2.5,4,Sm SUV,Y,Natural,Regular,None,Y
Mercedes-Benz,AMG G63,13.8444,Automatic,9,4WD,4,8,Std SUV,Y,Turbo,Premium,None,Y
Acura,NSX Hybrid,21,Manual,9,AWD,3.5,6,Two Seater,Y,Turbo,Premium,Hybrid,Y
Mercedes-Benz,S560 Convertible,20.1785,Automatic,9,RWD,4,8,Subcompact,Y,Turbo,Premium,None,Y
Mercedes-Benz,AMG S63 4matic Plus Convertible,17.9865,Automatic,9,4WD,4,8,Subcompact,Y,Turbo,Premium,None,Y
Mercedes-Benz,S560 4matic Coupe,20.1091,Automatic,9,4WD,4,8,Compact,Y,Turbo,Premium,None,Y
Mercedes-Benz,AMG S63 4matic Plus Coupe,20.2762,Automatic,9,4WD,4,8,Compact,Y,Turbo,Premium,None,Y
Mercedes-Benz,S560,20.5095,Automatic,9,RWD,4,8,Large,Y,Turbo,Premium,None,Y
Mercedes-Benz,AMG S63 4matic Plus,20.0251,Automatic,9,4WD,4,8,Large,Y,Turbo,Premium,None,Y
Mercedes-Benz,S560 4matic,20.7551,Automatic,9,4WD,4,8,Large,Y,Turbo,Premium,None,Y
Mercedes-Benz,S560 4matic Maybach,19.4129,Automatic,9,4WD,4,8,Large,Y,Turbo,Premium,None,Y
Honda,HR-V FWD,30.25,CVT,1,FWD,1.8,4,Sm St Wagon,N,Natural,Regular,None,N
Honda,HR-V FWD,30.25,CVT,7,FWD,1.8,4,Sm St Wagon,N,Natural,Regular,None,N
Honda,HR-V AWD,28.5595,CVT,1,4WD,1.8,4,Sm St Wagon,N,Natural,Regular,None,N
Honda,HR-V AWD,28.2825,CVT,7,4WD,1.8,4,Sm St Wagon,N,Natural,Regular,None,N
Fiat,500X AWD,25.9757,Automatic,9,AWD,1.3,4,Sm SUV,Y,Turbo,Regular,None,Y
Mercedes-Benz,AMG GLC63 4matic Plus,18.1759,Automatic,9,4WD,4,8,Sm SUV,Y,Turbo,Premium,None,Y
Mercedes-Benz,AMG GLC63 4matic Plus Coupe,18.1716,Automatic,9,4WD,4,8,Sm SUV,Y,Turbo,Premium,None,Y
Mercedes-Benz,AMG GLC63 S 4matic Plus Coupe,18.1716,Automatic,9,4WD,4,8,Sm SUV,Y,Turbo,Premium,None,Y
Bugatti,Chiron,10.5921,Manual,7,AWD,8,16,Two Seater,N,Turbo,Premium,None,N
Mercedes-Benz,AMG SLC43,23.1054,Automatic,9,RWD,3,6,Two Seater,Y,Turbo,Premium,None,Y
Audi,S5,22.5073,Automatic,8,AWD,3,6,Subcompact,Y,Turbo,Premium,None,Y
Audi,S5 Cabriolet,21.8571,Automatic,8,AWD,3,6,Subcompact,Y,Turbo,Premium,None,Y
Mercedes-Benz,AMG C63 S Convertible,19.6981,Automatic,9,RWD,4,8,Subcompact,Y,Turbo,Premium,None,Y
Mercedes-Benz,AMG C63 Convertible,19.6981,Automatic,9,RWD,4,8,Subcompact,Y,Turbo,Premium,None,Y
Mercedes-Benz,AMG C63 S Coupe,20.0502,Automatic,9,RWD,4,8,Subcompact,Y,Turbo,Premium,None,Y
Mercedes-Benz,AMG C63 Coupe,20.0502,Automatic,9,RWD,4,8,Subcompact,Y,Turbo,Premium,None,Y
Mercedes-Benz,AMG C43 4matic Coupe,21.7146,Automatic,9,4WD,3,6,Subcompact,Y,Turbo,Premium,None,Y
Mercedes-Benz,AMG C43 4matic Convertible,21.0704,Automatic,9,4WD,3,6,Subcompact,Y,Turbo,Premium,None,Y
Audi,A4,29.9608,Manual,7,FWD,2,4,Compact,Y,Turbo,Premium,None,Y
Audi,S4,22.5073,Automatic,8,AWD,3,6,Compact,Y,Turbo,Premium,None,Y
Lexus,UX 250h,42.0612,CVT,6,FWD,2,4,Compact,Y,Natural,Regular,Hybrid,Y
Lexus,UX 250h AWD,39,CVT,6,AWD,2,4,Compact,Y,Natural,Regular,Hybrid,Y
Mercedes-Benz,AMG C63,20.9747,Automatic,9,RWD,4,8,Compact,Y,Turbo,Premium,None,Y
Mercedes-Benz,AMG C63 S,20.9747,Automatic,9,RWD,4,8,Compact,Y,Turbo,Premium,None,Y
Mercedes-Benz,AMG C43 4matic,21.9176,Automatic,9,4WD,3,6,Compact,Y,Turbo,Premium,None,Y
Mitsubishi,Mirage,36.398,Manual,5,FWD,1.2,3,Compact,N,Natural,Regular,None,N
Mitsubishi,Mirage,38.6074,CVT,1,FWD,1.2,3,Compact,N,Natural,Regular,None,N
Mitsubishi,Mirage G4,35,Manual,5,FWD,1.2,3,Compact,N,Natural,Regular,None,N
Mitsubishi,Mirage G4,37.3939,CVT,1,FWD,1.2,3,Compact,N,Natural,Regular,None,N
Volkswagen,GTI,27.0113,Manual,7,FWD,2,4,Compact,Y,Turbo,Regular,None,Y
Audi,S5 Sportback,22.5073,Automatic,8,AWD,3,6,Midsize,Y,Turbo,Premium,None,Y
Audi,S6,21.5635,Automatic,8,AWD,2.9,6,Midsize,Y,Turbo,Premium,Hybrid,Y
Audi,S7,21.5635,Automatic,8,AWD,2.9,6,Midsize,Y,Turbo,Premium,Hybrid,Y
Audi,S8,16.2313,Automatic,8,AWD,4,8,Large,Y,Turbo,Premium,Hybrid,Y
BMW,M8 Competition Gran Coupe,17.0858,Automatic,8,AWD,4.4,8,Midsize,Y,Turbo,Premium,None,Y
Cadillac,CT5,26.1491,Automatic,10,RWD,2,4,Midsize,Y,Turbo,Premium,None,Y
Cadillac,CT5 AWD,24.7046,Automatic,10,AWD,2,4,Midsize,Y,Turbo,Premium,None,Y
Lexus,UX 200,32.5226,CVT,10,FWD,2,4,Midsize,Y,Natural,Regular,None,N
Mercedes-Benz,AMG E63 S 4matic Plus,17.5069,Automatic,9,4WD,4,8,Midsize,Y,Turbo,Premium,None,Y
Audi,A8 L,17.8756,Automatic,8,AWD,4,8,Large,Y,Turbo,Premium,Hybrid,Y
Hyundai,Ioniq,54.5885,Manual,6,FWD,1.6,4,Large,Y,Natural,Regular,Hybrid,Y
Hyundai,Ioniq Blue,57.7824,Manual,6,FWD,1.6,4,Large,Y,Natural,Regular,Hybrid,Y
Hyundai,Sonata,30.5776,Automatic,8,FWD,2.5,4,Large,Y,Natural,Regular,None,N
Hyundai,Sonata,31.7911,Automatic,8,FWD,2.5,4,Large,Y,Natural,Regular,None,Y
Hyundai,Sonata,30.586,Automatic,8,FWD,1.6,4,Large,Y,Turbo,Regular,None,N
Lincoln,Continental  AWD,19.6658,Automatic,6,AWD,2.7,6,Large,Y,Turbo,Regular,None,N
Lincoln,Continental  FWD,20.9822,Automatic,6,FWD,2.7,6,Large,Y,Turbo,Regular,None,N
Lincoln,Continental  AWD,19.0863,Automatic,6,AWD,3,6,Large,Y,Turbo,Regular,None,N
Lincoln,Continental  AWD,19.2516,Automatic,6,AWD,3.7,6,Large,N,Natural,Regular,None,N
Lincoln,Continental  FWD,20.1608,Automatic,6,FWD,3.7,6,Large,N,Natural,Regular,None,N
Mercedes-Benz,AMG E63 S 4matic Plus (wagon),18.5852,Automatic,9,4WD,4,8,Mid St Wagon,Y,Turbo,Premium,None,Y
Ford,Escape FWD HEV,40.5365,CVT,1,FWD,2.5,4,Sm SUV,N,Natural,Regular,Hybrid,Y
Honda,Passport FWD,21.8669,Automatic,9,FWD,3.5,6,Sm SUV,Y,Natural,Regular,None,N
Audi,SQ5,19.9013,Automatic,8,AWD,3,6,Sm SUV,Y,Turbo,Premium,None,Y
Ford,Escape AWD,25.9423,Automatic,8,AWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Ford,Escape AWD,28,Automatic,8,AWD,1.5,3,Sm SUV,Y,Turbo,Regular,None,Y
Ford,Escape AWD HEV,39.7753,CVT,1,PT 4WD,2.5,4,Sm SUV,N,Natural,Regular,Hybrid,Y
Honda,Passport AWD,20.8521,Automatic,9,AWD,3.5,6,Sm SUV,Y,Natural,Regular,None,N
Land Rover,Evoque MHEV,22.8791,Automatic,9,AWD,2,4,Sm SUV,Y,Turbo,Premium,Hybrid,Y
Land Rover,Discovery Sport MHEV,21.0989,Automatic,9,AWD,2,4,Sm SUV,Y,Turbo,Premium,Hybrid,Y
Lincoln,Corsair AWD,24.1114,Automatic,8,AWD,2,4,Sm SUV,Y,Turbo,Regular,None,Y
Mercedes-Benz,AMG GLC43 4matic,20.5741,Automatic,9,4WD,3,6,Sm SUV,Y,Turbo,Premium,None,Y
Mercedes-Benz,AMG GLC43 4matic Coupe,20.5323,Automatic,9,4WD,3,6,Sm SUV,Y,Turbo,Premium,None,Y
Ford,Expedition 2WD,19,Automatic,10,RWD,3.5,6,Std SUV,Y,Turbo,Regular,None,Y
Ford,Expedition MAX 2WD,19,Automatic,10,RWD,3.5,6,Std SUV,Y,Turbo,Regular,None,Y
Lincoln,Navigator 2WD,18.5915,Automatic,10,RWD,3.5,6,Std SUV,Y,Turbo,Regular,None,Y
Lincoln,Navigator L 2WD,17.7425,Automatic,10,RWD,3.5,6,Std SUV,Y,Turbo,Regular,None,Y
Ford,Expedition 4WD,18.7942,Automatic,10,PT 4WD,3.5,6,Std SUV,Y,Turbo,Regular,None,Y
